timestamp,accX,accY,accZ,filteredAccY,phase,repCount,t_diff,energy
64.988,0.015415,0.018116,-0.021571,-0.033879,idle,1,0.01999999999999602,0.081121095895818
65.008,-0.020095,0.22201,-0.124101,0.017298,idle,1,0.01999999999999602,0.0812011147744447
65.027,-0.047359,0.08635,-0.065801,0.031109,idle,1,0.019000000000005457,0.08115201272552675
65.047,-0.074426,-0.129969,0.110305,-0.001107,idle,1,0.01999999999999602,0.08125373429974557
65.067,-0.022298,-0.043384,-0.000573,-0.009562,idle,1,0.01999999999999602,0.08134558034759344
65.087,-0.032956,0.194965,-0.066467,0.031343,idle,1,0.020000000000010232,0.08106015050492582
65.107,-0.059753,0.007027,0.061148,0.02648,idle,1,0.01999999999999602,0.08069883394011687
65.127,-0.0783,-0.021409,0.079537,0.016902,idle,1,0.01999999999999602,0.08028079739014549
65.147,0.015738,-0.145104,0.104908,-0.015499,idle,1,0.020000000000010232,0.08000770375772732
65.166,0.076738,-0.040931,0.092736,-0.020585,idle,1,0.018999999999991246,0.0796718668091248
65.186,0.00154,0.015527,0.061337,-0.013363,idle,1,0.020000000000010232,0.07909651834794042
65.206,0.080775,-0.038018,0.183332,-0.018294,idle,1,0.01999999999999602,0.07842271592975857
65.226,0.275487,0.149495,-0.156924,0.015264,idle,1,0.01999999999999602,0.0774518393180237
65.246,0.280968,0.483621,-0.080122,0.108935,idle,1,0.01999999999999602,0.07658924679656448
65.266,0.201338,0.217939,-0.053486,0.130736,idle,1,0.020000000000010232,0.07587507569623043
65.286,0.066957,-0.136704,0.125487,0.077248,idle,1,0.01999999999999602,0.07467498613134642
65.306,0.07006,0.03634,0.10983,0.069066,idle,1,0.01999999999999602,0.07335328526885315
65.325,-0.021231,0.386635,-0.019422,0.13258,idle,1,0.019000000000005457,0.07245998524457448
65.345,-0.022476,0.058274,-0.070839,0.117719,idle,1,0.01999999999999602,0.07148166125608235
65.365,0.012289,-0.12777,0.114554,0.068621,idle,1,0.01999999999999602,0.0702676354517944
65.385,0.039923,-0.1291,0.268191,0.029077,idle,1,0.020000000000010232,0.0689824708022388
65.405,0.045148,0.131204,0.251878,0.049502,idle,1,0.01999999999999602,0.06752233045378928
65.425,0.024134,0.047136,0.3523,0.049029,idle,1,0.01999999999999602,0.06600731029371304
65.445,0.008781,-0.102269,0.303429,0.018769,idle,1,0.01999999999999602,0.06453485284356443
65.464,-0.090824,-0.300439,0.179795,-0.045072,idle,1,0.019000000000005457,0.06361058542450378
65.484,-0.124436,-0.103252,-0.063296,-0.056708,idle,1,0.01999999999999602,0.06299902848721751
65.504,0.018089,0.182725,-0.18001,-0.008821,idle,1,0.020000000000010232,0.06214637589086997
65.524,0.049004,0.060409,0.031773,0.005025,idle,1,0.01999999999999602,0.06151967373271914
65.544,0.035109,-0.106487,0.395377,-0.017278,idle,1,0.01999999999999602,0.06123547754174179
65.564,0.066654,0.147645,0.308776,0.015707,idle,1,0.01999999999999602,0.060871007552898794
65.584,0.086937,-0.050472,0.263097,0.002471,idle,1,0.020000000000010232,0.060663230851522094
