timestamp,accX,accY,accZ,filteredAccY,phase,repCount,t_diff
27.49,0.022272,0.013523,0.001235,0.002024,idle,0,0.019999999999999574
27.51,0.012463,0.020006,-0.004474,0.005621,idle,0,0.020000000000003126
27.53,0.000521,-0.020311,-0.004825,0.000434,idle,0,0.019999999999999574
27.549,0.001918,-0.013592,0.00389,-0.002371,idle,0,0.01899999999999835
27.569,0.003576,0.017632,0.006304,0.00163,idle,0,0.019999999999999574
27.589,0.002526,0.027638,-0.001308,0.006831,idle,0,0.019999999999999574
27.609,-0.003308,0.004589,0.015205,0.006383,idle,0,0.020000000000003126
27.629,0.01325,-0.000488,0.017192,0.005009,idle,0,0.019999999999999574
27.649,0.007213,-0.003995,-0.008014,0.003208,idle,0,0.019999999999999574
27.669,0.015776,-0.01502,0.014596,-0.000438,idle,0,0.019999999999999574
27.689,0.01162,-0.004923,0.040468,-0.001335,idle,0,0.019999999999999574
27.709,0.031658,-2.7e-05,0.041165,-0.001073,idle,0,0.019999999999999574
27.728,0.020256,-0.022286,-0.015383,-0.005316,idle,0,0.019000000000001904
27.748,0.021467,-0.027776,0.00212,-0.009808,idle,0,0.019999999999999574
27.768,0.055134,-0.040698,0.034721,-0.015986,idle,0,0.019999999999999574
27.788,0.017454,0.017217,0.066982,-0.009345,idle,0,0.019999999999999574
27.808,0.033465,-0.002334,-0.008312,-0.007943,idle,0,0.019999999999999574
27.828,0.031406,-0.026386,0.010747,-0.011631,idle,0,0.019999999999999574
27.848,0.10437,-0.044932,0.032324,-0.018292,idle,0,0.019999999999999574
27.867,0.084278,-0.00933,0.119418,-0.016499,idle,0,0.019000000000001904
27.887,0.070998,0.003153,-0.008884,-0.012569,idle,0,0.019999999999999574
27.907,0.118482,-0.019867,0.00441,-0.014028,idle,0,0.019999999999999574
27.927,0.121281,-0.048306,0.081583,-0.020884,idle,0,0.019999999999999574
27.947,0.129612,-0.02384,0.040834,-0.021475,idle,0,0.019999999999999574
27.967,0.145602,-0.084281,0.004739,-0.034036,idle,0,0.019999999999999574
27.987,0.17834,0.029731,0.097732,-0.021283,idle,0,0.019999999999999574
28.007,0.228289,0.012642,0.105259,-0.014498,idle,0,0.020000000000003126
28.026,0.014549,0.025142,0.058284,-0.00657,idle,0,0.01899999999999835
28.046,0.296231,-0.0633,-0.096364,-0.017916,idle,0,0.019999999999999574
28.066,0.305688,0.029173,0.107378,-0.008498,idle,0,0.019999999999999574
28.086,0.020061,0.097188,0.171285,0.012639,idle,0,0.019999999999999574
